"","Date","Silver_Change","Copper_Change","WTI_Change","Brent_Change","Gold_Change","USD_Change","Gas_Change","Wheat_Change","Maize_Change","Soyabeans_Change","GPR_Change"
"630",2021-12-27,0.0021,0.0138,0.024,0.0323,-0.0016,0.0011,0.0882,-0.0052,0.0086,0.0206,0.5898
"631",2021-12-23,0.0053,6e-04,0.0151,0.0207,0.0052,-8e-04,-0.0616,0.0031,-7e-04,0.0031,-0.0436
"632",2021-12-22,0.0129,0.01,0.0213,0.0177,0.0075,-0.0045,0.0277,0.0063,0.0107,0.0136,0.332
"633",2021-12-21,0.0107,0.0118,0.0322,0.0344,-0.0032,-6e-04,0.0091,0.0079,0.0082,0.0094,0.6472
"634",2021-12-20,-0.0107,-2e-04,-0.0298,-0.0272,-0.0058,0,0.039,-1e-04,0.0047,6e-04,-0.1393
"635",2021-12-17,0.0021,-0.0019,-0.0198,-0.02,0.0037,0.0056,-0.0202,4e-04,0.0026,0.0044,-0.356
"636",2021-12-16,0.0436,0.0285,0.0211,0.0154,0.0191,-0.0048,-0.0095,0.0097,0.0067,0.0127,0.6377
"637",2021-12-15,-0.0173,-0.0173,0.002,0.0024,-0.0044,-6e-04,0.0147,-0.013,-0.0045,0.0019,-0.59
"638",2021-12-14,-0.0181,-0.0064,-0.0076,-0.0093,-0.0089,0.002,-0.0124,-0.006,0.005,0.0116,0.1625
"639",2021-12-13,0.006,0,-0.0059,-0.0101,0.002,0.0025,-0.0334,-0.0033,-0.0053,-0.0154,0.3677
"640",2021-12-10,0.0083,-0.0104,0.0097,0.0098,0.0046,-0.0016,0.0291,-0.0069,-0.0019,0.0032,0.4561
"641",2021-12-09,-0.0187,-0.0136,-0.0193,-0.0185,-0.0049,0.0039,-3e-04,-0.0088,0.0016,0.0025,-0.3308
"642",2021-12-08,-0.004,0.0119,0.0047,0.005,4e-04,-0.0051,0.0289,5e-04,5e-04,0.0051,-0.3298
"643",2021-12-07,0.0117,0.001,0.0367,0.0323,0.003,4e-04,0.0139,0.0036,0.0038,-0.0083,0.5184
"644",2021-12-06,-0.0097,0.0158,0.0484,0.0458,-0.0024,0.0022,-0.115,0.0014,0,-0.0057,0.3289
"645",2021-12-03,0.0074,-0.0073,-0.0026,0.003,0.012,-5e-04,0.0187,-0.0072,0.009,0.018,0.1311
"646",2021-12-02,-0.001,0.012,0.0138,0.0116,-0.0121,0.0014,-0.0474,0.0139,0.0047,0.0137,0.0687
"647",2021-12-01,-0.0209,-0.0074,-0.0073,-0.0241,0.0045,2e-04,-0.0677,0.0018,0.003,0.0046,-0.0651
"648",2021-11-30,-0.0016,-0.0146,-0.0542,-0.0391,-0.0049,-0.0034,-0.0591,-0.0197,-0.0162,-0.0157,0.4231
"649",2021-11-29,-0.0122,0.0111,0.0262,0.0099,-6e-04,0.0024,-0.1089,-0.0031,-0.0066,-0.0084,0.5371
"650",2021-11-26,0,-0.0336,-0.1236,-0.1155,0.0015,-0.0079,0.0708,-0.0031,0.0052,-0.0071,-0.6943
"651",2021-11-25,-0.017,-0.0068,-0.0051,-4e-04,-8e-04,0,0.0037,8e-04,0,0,0.2977
"652",2021-11-24,0.0019,0.0105,-0.0017,-7e-04,3e-04,0.0039,0.0203,-0.004,-0.0066,-0.0089,0.0804
"653",2021-11-23,-0.0357,0.0063,0.0239,0.0327,-0.0126,-5e-04,0.0372,0.0053,0.0061,0.0019,-0.4664
"654",2021-11-22,-0.0194,1e-04,0.0024,0.0103,-0.0244,0.0054,-0.0545,0.0072,0.005,0.007,1.3316
"655",2021-11-19,-0.0046,0.0211,-0.0315,-0.0289,-0.0052,0.0051,0.0333,-0.0019,-0.0027,6e-04,-0.3746
"656",2021-11-18,-0.0104,0.0077,0.0111,0.012,-0.0047,-0.003,0.0179,-0.0024,-0.0027,-0.007,0.2269
"657",2021-11-17,0.009,-0.0201,-0.0275,-0.0261,0.0087,-9e-04,-0.0697,0.0113,0.0044,0.0186,0.0258
"658",2021-11-16,-0.0064,-0.0099,-1e-04,0.0046,-0.0067,0.0053,0.0319,-0.009,-0.0027,-0.0045,-0.1388
"659",2021-11-15,-0.0094,-0.0094,8e-04,-0.0015,-9e-04,0.0029,0.0472,-0.0029,-3e-04,0.0084,1.0085
"660",2021-11-12,0.0017,0.0117,-0.0091,-0.0084,0.0024,-5e-04,-0.0695,7e-04,0.0123,0.0164,0.1979
"661",2021-11-11,0.0214,0.0171,0.0045,0.0028,0.0085,0.0036,0.0551,0.0073,-0.0018,0.0026,-0.4881
"662",2021-11-10,0.0186,-0.0105,-0.0303,-0.0252,0.0097,0.0094,-0.0199,0.0139,0.0135,0.0033,0.4699
"663",2021-11-09,-0.0091,-0.0047,0.0225,0.0162,0.0015,-9e-04,-0.0826,0.0064,-3e-04,0.0147,0.6011
"664",2021-11-08,0.016,0.0142,0.0076,0.0083,0.0062,-0.0029,-0.0161,-0.0015,-0.005,-0.0127,-0.0016
"665",2021-11-05,0.0104,0.0058,0.0313,0.0273,0.013,-3e-04,-0.035,-0.0043,-0.0107,-0.0126,-0.4666
"666",2021-11-04,0.0292,-1e-04,-0.0235,-0.0177,0.0168,0.0052,0.0081,-0.0104,-0.0093,-0.0131,0.5082
"667",2021-11-03,-0.0117,-0.0082,-0.0348,-0.0322,-0.0142,-0.0024,0.0231,-0.012,-0.0144,-0.0103,0.1604
"668",2021-11-02,-0.0235,-0.0054,-1e-04,1e-04,-0.0036,0.0021,0.0686,2e-04,-0.0095,0.0045,-0.6819
"669",2021-11-01,0.0053,0.0044,0.0082,0.0039,0.0067,-0.0026,-0.0442,0.0158,0.0131,-0.0019,0.6195
"670",2021-10-29,-0.0073,-0.0169,0.0039,7e-04,-0.0104,0.0085,-0.0616,0.0045,0.0067,-0.0013,-0.5443
"671",2021-10-28,-0.0018,0.0076,-2e-04,-0.0031,0.0022,-0.005,-0.0677,0.0093,0.0022,-0.0058,-0.0683
"672",2021-10-27,0.0043,-0.0211,-0.0226,-0.0211,0.003,-0.0015,0.0544,0.0027,0.0115,-0.0013,-0.3403
"673",2021-10-26,-0.0205,-0.0081,0.0091,0.0048,-0.0074,0.0014,-0.0027,-0.0021,0.003,-6e-04,0.597
"674",2021-10-25,0.0058,0.0096,0.0013,0.0054,0.0058,0.002,0.117,0.0085,-0.0028,0.0135,0.4766
"675",2021-10-22,0.0116,-0.0116,0.014,0.0109,0.0081,-0.0014,0.0323,0.0152,0.005,-0.0045,-0.0885
"676",2021-10-21,-0.0112,-0.037,-0.0247,-0.0141,-0.0017,0.0024,-0.0106,-0.0043,-0.0101,-0.0159,0.2072
"677",2021-10-20,0.0235,0.0075,0.0119,0.0087,0.0081,-0.0021,0.0161,0.0107,0.0111,0.0108,-0.5605
"678",2021-10-19,0.0265,-0.0057,0.0092,0.0089,0.0027,-0.0023,0.0198,0.001,-0.0029,0.0032,0.0548
"679",2021-10-18,-0.0037,-0.0019,-5e-04,-0.0062,-0.0015,1e-04,-0.0778,1e-04,0.011,0.0013,1.285
"680",2021-10-15,-0.0054,0.0224,0.0119,0.0102,-0.0164,-2e-04,-0.0487,0.0127,0.0076,0.0058,0.6603
"681",2021-10-14,0.0132,0.025,0.0119,0.0099,0.0017,-0.0013,0.0174,0.0049,0.0062,0.0097,-0.5294
"682",2021-10-13,0.0291,0.0397,-0.0013,-0.0029,0.0202,-0.0046,0.0154,-0.0095,-0.0165,7e-04,0.1419
"683",2021-10-12,-0.0066,-0.0094,0,-0.0027,0.002,0.002,0.0299,0.005,-0.0106,-0.0226,0.4734
"684",2021-10-11,-0.0018,0.0206,0.0147,0.0153,-0.001,0.0026,-0.0395,-0.0011,0.0045,-0.0089,0.6641
"685",2021-10-08,0.0021,0.0072,0.0103,0.0054,-0.001,-0.0015,-0.0197,-0.005,-2e-04,-0.0019,-0.2508
"686",2021-10-07,0.0056,0.0228,0.0117,0.0107,-0.0015,-5e-04,4e-04,0.0033,0.0063,0.0019,0.7717
"687",2021-10-06,-0.0033,-0.0105,-0.0192,-0.0179,5e-04,0.0032,-0.1009,0.0053,-0.0058,-0.0051,-1.1203
"688",2021-10-05,-0.0015,-0.0109,0.016,0.016,-0.0037,0.002,0.0947,-0.004,-0.0059,0.0057,0.9601
"689",2021-10-04,0.0048,0.0125,0.0232,0.025,0.0053,-0.0028,0.0262,0.0016,-0.0041,-0.0088,0.4199
"690",2021-10-01,0.0221,0.0232,0.0118,0.0097,9e-04,-0.002,-0.0423,0.0144,0.0035,-0.005,-0.4116
"691",2021-09-30,0.0261,-0.0264,0.0027,-0.0015,0.0195,-0.0012,0.0712,0.0069,-0.0019,-0.0198,0.5474
"692",2021-09-29,-0.0428,-0.011,-0.0053,-0.0057,-0.0073,0.0061,-0.0623,-9e-04,0.0043,0.0024,-0.4817
"693",2021-09-28,-0.01,-0.0105,-0.0024,-0.0055,-0.0083,0.0043,0.0237,-0.0087,-0.0064,-0.0085,0.5224
"694",2021-09-27,0.012,2e-04,0.02,0.0184,2e-04,5e-04,0.1101,0.0024,0.0133,-0.0018,0.5408
"695",2021-09-24,-0.0112,0.0123,0.009,0.0109,0.0011,0.0033,0.033,0.0022,-0.0038,-0.0012,0.2983
"696",2021-09-23,-0.01,-0.0049,0.0147,0.0139,-0.0163,-0.0046,0.0356,0.0075,9e-04,0.0024,0.2384
"697",2021-09-22,0.0131,0.0305,0.0199,0.0246,3e-04,0.0028,0,0.0096,0.0044,0.0061,-0.446
"698",2021-09-21,0.0183,0.0027,0.005,0.006,0.0082,-6e-04,-0.0361,-0.0051,-0.0037,0.0074,0.3456
"699",2021-09-20,-0.006,-0.031,-0.0234,-0.0188,0.0071,9e-04,-0.0235,-0.0034,-0.0093,-0.0129,0.3801
"700",2021-09-17,-0.02,-0.0081,-0.0076,-0.0044,-0.003,0.0028,-0.0431,-0.0053,-5e-04,-0.0085,0.2431
"701",2021-09-16,-0.0423,-0.028,6e-04,0.0028,-0.0212,0.0042,-0.0229,0.0014,-5e-04,0.0024,0.591
"702",2021-09-15,-0.0035,0.0194,0.0299,0.0253,-0.0068,-9e-04,0.038,0.0149,0.0163,0.0091,-0.0563
"703",2021-09-14,0.0037,-0.0104,6e-04,0.0012,0.0071,-4e-04,0.0055,0.0119,0.0094,0,-0.4078
"704",2021-09-13,-0.0044,-0.0187,0.0104,0.0081,0.0013,7e-04,0.0593,-5e-04,-0.0028,-0.003,0.4189
"705",2021-09-10,-0.0115,0.0384,0.0228,0.0206,-0.0044,0.0012,-0.0185,0.007,0.01,0.0098,-0.1101
"706",2021-09-09,0.005,0.0124,-0.0164,-0.0158,0.0036,-0.0018,0.0238,-0.0135,0.0047,-0.0049,-0.1474
"707",2021-09-08,-0.013,-0.0109,0.0135,0.0127,-0.0028,0.0015,0.0757,-0.006,0.0018,0.0061,-0.3226
"708",2021-09-07,0,-0.0126,-0.0097,-0.0073,0,0.0052,-0.0266,-0.0027,8e-04,-0.0049,0.3656
"709",2021-09-06,-0.0173,-1e-04,7e-04,-0.0054,-0.0192,0,-0.0066,-5e-04,0.0031,6e-04,0.4773
"710",2021-09-03,0.037,0.0069,-0.0095,-0.0058,0.0123,-0.0021,0.0153,0.0122,0.0086,0.0173,-0.0739
"711",2021-09-02,-0.0125,0.0066,0.0206,0.0201,-0.0025,-0.0024,0.0056,0.005,0.0225,0.0132,0.2834
"712",2021-09-01,0.009,-0.0219,9e-04,-0.0192,-0.0012,-0.002,0.0544,0.0057,-0.0164,-0.0113,-0.9308
"713",2021-08-31,0,-5e-04,-0.0097,-0.0057,0.0033,-2e-04,0.0167,-0.0041,-0.0143,-0.0069,0.6333
"714",2021-08-30,-0.0043,0.0088,0.0066,0.0098,-0.004,-5e-04,-0.0149,-0.0082,-0.0146,-0.0142,0.2772
"715",2021-08-27,0.0218,0.017,0.0206,0.0229,0.0135,-0.0041,0.0445,0.0046,0.0012,-0.0018,-0.097
"716",2021-08-26,-0.0095,-0.0039,-0.0141,-0.0163,0.0023,0.0026,0.0736,0.0049,0.0012,-0.0024,0.8783
"717",2021-08-25,-0.0048,0.0036,0.012,0.0169,-0.0097,-7e-04,3e-04,-0.0029,0.0035,0.0055,-1.0311
"718",2021-08-24,0.0099,0.0094,0.0292,0.0335,0.0012,-8e-04,-0.0124,4e-04,0.0064,0.0324,-0.3543
"719",2021-08-23,0.0234,0.0238,0.0515,0.0548,0.0125,-0.0057,0.0244,0.0078,-0.0013,6e-04,1.0814
"720",2021-08-20,-0.0051,0.0197,-0.0214,-0.0191,5e-04,-9e-04,0.0055,-0.0066,-0.0131,-0.0163,0.3235
"721",2021-08-19,-0.0081,-0.0186,-0.0262,-0.0261,-7e-04,0.0048,-0.0057,4e-04,-0.014,-0.0234,-0.5159
"722",2021-08-18,-0.01,-0.0201,-0.017,-0.0116,-0.0019,0,0.0039,0.0065,0.0032,-0.0073,-0.6402
"723",2021-08-17,-0.0055,-0.0271,-0.0106,-0.0069,-0.0011,0.0057,-0.0276,-0.0132,-0.0112,-0.0012,0.2152
"724",2021-08-16,3e-04,-0.0137,-0.017,-0.0153,0.0065,0.0012,0.022,0.0037,-0.0022,6e-04,0.8207
"725",2021-08-13,0.0286,0.0074,-0.01,-0.0101,0.0151,-0.0057,-0.0183,0.0201,0.0083,0.0189,0.2242
"726",2021-08-12,-0.0157,-0.0024,-0.0017,-0.0018,-9e-04,0.0013,-0.031,0.0169,0.0098,6e-04,0.0573
"727",2021-08-11,0.0041,0.0032,0.0141,0.0115,0.0125,-0.0015,-0.0073,0.0042,-0.0018,-0.0129,-0.3629
"728",2021-08-10,0.0053,0.0151,0.0265,0.023,0.003,0.0013,0.0071,0.0109,-0.0025,0.0067,0.8863
"729",2021-08-09,-0.0434,-0.0133,-0.0264,-0.0235,-0.0208,0.0015,-0.0193,-0.003,-0.0052,-0.0018,0.8311
"730",2021-08-06,-0.0381,0.0014,-0.0093,-0.0083,-0.0253,0.0059,0,0.0083,-0.0022,0.0067,-0.4488
"731",2021-08-05,-0.0067,0.0028,0.014,0.0129,-0.0031,-2e-04,-0.0043,0.001,0.01,0.0031,0.1021
"732",2021-08-04,-0.0047,-0.0122,-0.032,-0.028,2e-04,0.002,0.0325,-0.007,-0.0033,0.0062,0.5714
"733",2021-08-03,2e-04,-0.0093,-0.0082,-0.0066,-0.0044,2e-04,0.0234,0.0014,-0.0081,-0.0172,-0.7897
"734",2021-08-02,0.0011,-0.009,-0.0358,-0.0451,0.0028,-0.0013,0.0054,0.0158,0.0049,6e-04,1.0119
"735",2021-07-30,-0.0091,-0.0102,0.0034,0.0037,-0.0101,0.0035,-0.0357,-0.0051,-0.0098,-0.0127,0.9619
"736",2021-07-29,0.0363,0.0099,0.0166,0.0175,0.0189,-0.0048,0.0037,0.0193,0.0137,0.0024,-0.5446
"737",2021-07-28,0.0093,-0.0115,0.0091,0.0035,1e-04,-0.0013,0.0184,0.0166,0.0011,0.0079,-0.3962
"738",2021-07-27,-0.0263,-0.0091,-0.0028,-3e-04,3e-04,-0.0023,-0.0319,-0.0016,6e-04,0.0043,0.2919
"739",2021-07-26,0.0035,0.0357,-6e-04,0.0054,-0.0014,-0.003,0.0103,-0.0022,0.0011,0.0074,0.8136
"740",2021-07-23,-0.0058,0.013,0.0034,0.0042,-0.0019,0.0011,0.0142,-0.0033,-0.02,-0.0098,-0.0374
"741",2021-07-22,0.0049,0.0151,0.0226,0.0216,0.0011,8e-04,0.0111,-0.005,-0.0046,-0.0163,0.6466
"742",2021-07-21,0.0104,0.0021,0.0353,0.0415,-0.0044,-0.0024,0.0214,-0.001,-0.0056,-6e-04,0.2879
"743",2021-07-20,-0.006,0.0148,0.0128,0.0106,0.0012,9e-04,0.0257,9e-04,0.0209,0.0109,-0.301
"744",2021-07-19,-0.0252,-0.028,-0.0728,-0.0675,-0.0032,0.0023,0.0286,0.0034,0.0046,-0.0168,0.4405
"745",2021-07-16,-0.0225,1e-04,0.0025,0.0016,-0.0077,6e-04,0.0166,0.0183,-0.0061,0.0036,-0.3954
"746",2021-07-15,0.0046,0.0128,-0.0173,-0.0173,0.0022,0.0024,-0.0126,0.0132,0.0026,-0.0036,0.6201
"747",2021-07-14,0.005,-0.0091,-0.0274,-0.0226,0.0083,-0.0038,-0.0097,0.0095,0.0188,0.0235,-0.3178
"748",2021-07-13,-0.0037,-0.0021,0.017,0.0177,0.0023,0.0055,-0.0141,0.0037,0.0098,0.0067,0.1023
"749",2021-07-12,1e-04,-0.0069,-0.005,-0.0052,-0.0025,0.0015,0.0204,0.021,0.0232,0.018,0.9378
"750",2021-07-09,0.0095,0.019,0.022,0.0193,0.0057,-0.0031,-0.0038,-0.0014,-0.0116,0.0063,-0.157
"751",2021-07-08,-0.0056,-0.0133,0.0101,0.0094,-0.0011,-0.0026,0.0256,3e-04,-0.0219,0.0012,0.0849
"752",2021-07-07,-0.0016,0.0168,-0.0149,-0.0148,0.0045,0.0011,-0.0113,-0.0038,-0.0117,0.0165,-0.5994
"753",2021-07-06,0.0018,-0.0214,-0.0481,-0.0341,9e-04,0.0014,-0.0404,-0.0367,-0.0424,-0.0542,-0.0411
"754",2021-07-05,-0.0139,0.0159,0.0148,0.013,0.005,0,0.0191,-0.0038,-0.0028,0,0.3495
"755",2021-07-02,0.0154,0.0097,4e-04,0.0044,0.0038,-0.002,0.0107,-0.0045,-0.0243,0.0055,0.2085
"756",2021-07-01,-0.0037,-0.0122,0.0214,0.0095,0.0028,0.0018,0.003,-0.0083,-0.008,-0.0012,0.3806
"757",2021-06-30,0.0113,0.0061,0.0064,0.0049,0.0046,0.0042,0.0055,0.0245,0.0227,0.057,-0.7811
"758",2021-06-29,-0.0117,-0.0043,0.0015,0.0011,-0.0097,0.0018,0.0036,-0.0104,0.0112,0.0026,-0.0166
"759",2021-06-28,0.0049,-0.0024,-0.0154,-0.0197,0.0016,3e-04,0.0346,0.0111,0.0416,0.0202,2.4409
"760",2021-06-25,0.0014,-0.0038,0.0096,0.0082,6e-04,5e-04,0.0228,0.0044,-0.0204,-0.0248,-0.3359
"761",2021-06-24,-0.0024,-0.0044,0.0037,0.0049,-0.0037,1e-04,0.0255,-7e-04,-0.0135,-0.0032,0.6134
"762",2021-06-23,0.0098,0.0251,-0.0067,0.0051,0.0034,4e-04,0.023,0.0133,0.0018,-0.007,-1.4134
"763",2021-06-22,-0.0064,0.0078,-0.0037,-0.0012,-0.0031,-0.0014,0.021,0.0047,-0.0063,-0.0089,0.5907
"764",2021-06-21,0.0022,0.005,0.0257,0.0189,0.0078,-0.0036,-0.0075,0.0013,0.0022,0.007,-0.0015
"765",2021-06-18,0.0045,-0.0051,0.0072,0.0059,-0.0033,0.0037,-0.0117,0.0086,0.025,0.0462,-0.4906
"766",2021-06-17,-0.0702,-0.0468,-0.0163,-0.0176,-0.0465,0.0073,6e-04,-0.0157,-0.0523,-0.0775,-0.0478
"767",2021-06-16,0.0043,0.0116,0.0013,0.0054,0.0027,0.0078,0.0034,0.0065,0.002,-0.0104,0.6778
"768",2021-06-15,-0.0123,-0.0425,0.0174,0.0155,-0.0051,3e-04,-0.0334,-0.0084,0.002,-0.0049,0.9179
"769",2021-06-14,-0.0038,-0.0026,4e-04,0.0023,-0.0073,-8e-04,0.017,-0.0158,-0.0277,-0.021,-0.6904
"770",2021-06-11,0.0042,0.0118,0.0073,0.0023,-0.0087,0.0052,0.0467,-0.0025,-0.0239,-0.013,0.4302
"771",2021-06-10,0.0011,-0.0099,0.0043,0.0042,4e-04,-5e-04,0.0064,0.0065,0.0054,-0.0128,-0.0866
"772",2021-06-09,0.0097,-0.0054,-0.0011,0,6e-04,5e-04,3e-04,-0.004,0.0057,-0.0115,0.4455
"773",2021-06-08,-0.0103,0.0062,0.012,0.0102,-0.0022,0.0014,0.0189,-0.0049,-0.0028,0.0121,0.0952
"774",2021-06-07,0.0044,-1e-04,-0.005,-0.0056,0.0036,-0.0021,-0.0087,-0.0104,-0.0089,-0.015,0.1376
"775",2021-06-04,0.0153,0.0144,0.0115,0.0081,0.0099,-0.0041,0.0184,0.0166,0.0209,0.0208,0.2816
"776",2021-06-03,-0.0258,-0.0278,-4e-04,-6e-04,-0.0191,0.0067,-0.0111,-0.0097,-0.0158,-0.0093,-0.1346
"777",2021-06-02,0.0036,-0.013,0.0164,0.0157,0.0025,9e-04,-0.0093,0.0026,-0.0115,0.0087,0.0424
"778",2021-06-01,0.0011,-0.0043,0.0084,0.0134,0.001,-0.0019,0.016,0.0303,0.0316,0.0088,0.135
"779",2021-05-31,0.002,-0.0027,0.0056,-0.0045,-0.001,0,0.0059,5e-04,-9e-04,0,0.6154
"780",2021-05-28,0.0026,0.0029,-0.0075,0.0024,0.0036,4e-04,0.0095,-0.0064,-0.0079,-0.0047,0.049
"781",2021-05-27,0.0023,0.03,0.0097,0.0086,-0.0019,-8e-04,-0.0087,0.0219,0.0397,0.0207,-0.2811
"782",2021-05-26,-0.0064,0.0051,0.0026,0.0032,0.0017,0.0045,0.0244,-0.0059,-0.0075,-0.0018,0.0326
"783",2021-05-25,0.0055,-0.0041,2e-04,0.0028,0.0073,-0.0023,0.0094,-0.0059,-0.0264,-0.0042,0.2111
"784",2021-05-24,0.0153,0.0099,0.0382,0.0304,0.0042,-0.0019,-0.0069,-0.0108,-0.0025,0.0012,0.7417
"785",2021-05-21,-0.0207,-0.0188,0.0229,0.0204,-0.0027,0.0023,-0.0065,0,-0.0043,-0.0047,0.276
"786",2021-05-20,0.0016,-0.0017,-0.0223,-0.0233,3e-04,-0.0044,-0.0132,-0.0068,0.0013,-0.003,-0.2336
"787",2021-05-19,-0.011,-0.0316,-0.0328,-0.0298,0.0071,0.0051,-0.0159,-0.013,-0.0034,-0.0222,0.4777
"788",2021-05-18,0.0021,0.003,-0.0118,-0.0108,3e-04,-0.0045,-0.0312,0.0014,0.0029,-0.0109,0.0674
"789",2021-05-17,0.0332,0.0123,0.0141,0.0109,0.0161,-0.0019,0.05,-0.0116,-8e-04,-0.0023,0.6252
"790",2021-05-14,0.0113,-0.0072,0.0238,0.0248,0.0076,-0.0046,-0.004,0.0059,-0.0294,-5e-04,-0.1966
"791",2021-05-13,-0.0067,-0.0094,-0.0342,-0.0327,7e-04,5e-04,0.0013,-0.0191,-0.039,-0.033,0.7969
"792",2021-05-12,-0.0153,-0.0056,0.0123,0.0112,-0.0072,0.0062,0.0047,-0.0056,-0.0071,0.0133,-0.4691
"793",2021-05-11,0.0063,0.0102,0.0057,0.0034,-9e-04,-7e-04,0.0078,0.0046,0.0134,0.0084,0.725
"794",2021-05-10,5e-04,-0.0063,8e-04,6e-04,0.0034,-3e-04,-0.0088,-0.027,-0.0216,-0.0023,1.7728
"795",2021-05-07,0,0.0319,0.0032,0.0028,0.0086,-0.0079,0.0102,0.0103,0.013,0.0091,-0.3107
"796",2021-05-06,0.036,0.0171,-0.014,-0.0126,0.0176,-0.0039,-0.0034,0.0095,0.0066,0.0108,0.234
"797",2021-05-05,-0.0013,6e-04,-3e-04,0.0012,0.0047,2e-04,-0.0098,0.0126,0.0152,0.0052,-0.4413
"798",2021-05-04,-0.015,-0.0018,0.0186,0.0195,-0.0088,0.0038,3e-04,0.0084,0.0041,0.0116,-0.0371
"799",2021-05-03,0.042,0.0133,0.0147,0.0046,0.0137,-0.0038,0.0119,-0.0086,-0.0092,-0.0052,0.6758
"800",2021-04-30,-0.0082,-0.0041,-0.0216,-0.0191,-4e-04,0.0075,0.0069,0.0081,0.0369,0.0181,-0.2637
"801",2021-04-29,-1e-04,-0.0027,0.0177,0.0192,-0.0032,0,-0.0048,0.0019,0.0123,-0.0076,-0.055
"802",2021-04-28,-0.0126,0.0022,0.0151,0.0128,-0.0028,-0.0033,0.0181,-0.0082,-0.0092,-0.0012,-0.9669
"803",2021-04-27,0.0077,0.0094,0.0162,0.0117,-7e-04,0.0012,0.0297,2e-04,0.0071,-0.0128,0.8826
"804",2021-04-26,0.0051,0.0238,-0.0035,-0.007,0.0013,-6e-04,0.022,0.0284,0.0226,0.011,1.1879
"805",2021-04-23,-0.004,0.0144,0.0111,0.0109,-0.0023,-0.0053,-0.0069,0.0145,0.0035,0.0029,0.2544
"806",2021-04-22,-0.0145,-0.002,0.0011,0.0012,-0.0062,0.0021,0.0212,0.0275,0.0255,0.0207,-0.3796
"807",2021-04-21,0.0283,0.016,-0.0223,-0.0188,0.0083,-0.0011,-0.0128,0.0138,0.0207,0.0144,0.2834
"808",2021-04-20,1e-04,-0.0058,-0.012,-0.0072,0.0043,0.0019,-0.008,0.009,0.0167,0.0134,0.1262
"809",2021-04-19,-0.0102,0.0176,0.0038,0.0042,-0.0053,-0.0054,0.0257,0,0.0064,0.0105,0.7003
"810",2021-04-16,0.0055,-0.0124,-0.005,-0.0025,0.0076,-8e-04,0.0083,0.0053,-0.0045,0.0087,-0.083
"811",2021-04-15,0.0172,0.022,0.0046,0.0054,0.0176,-6e-04,0.0153,0.0048,-0.0066,0.0057,-0.5901
"812",2021-04-14,0.0038,0.0234,0.0495,0.0457,-0.0065,-0.0019,-4e-04,0.0124,0.0154,0.0159,0.6704
"813",2021-04-13,0.0225,0.0034,0.0082,0.0062,0.0086,-0.0033,0.0226,0.0036,0.0122,0.0051,-0.052
"814",2021-04-12,-0.0181,-0.0049,0.0067,0.0052,-0.007,-2e-04,0.0139,-0.0071,-0.0138,-0.0115,0.7205
"815",2021-04-09,-0.0101,-0.0128,-0.0047,-0.004,-0.0077,0.001,0.0016,0.0099,-0.0031,-0.0083,0.3895
"816",2021-04-08,0.0133,0.0101,-0.003,6e-04,0.0096,-0.0044,8e-04,0.0099,0.0236,0.0051,-1.2525
"817",2021-04-07,8e-04,-0.0144,0.0074,0.0067,-8e-04,0.0013,0.0261,0.005,0.0063,-0.007,0.204
"818",2021-04-06,0.018,-0.0054,0.0118,0.0095,0.0083,-0.0027,-0.0219,-0.001,0.0013,0.0051,0.2187
"819",2021-04-05,-0.0067,0.0367,-0.0455,-0.0418,2e-04,-0.0049,-0.0485,0.0068,-0.0074,0.0102,1.1572
"820",2021-04-01,0.0167,-0.0019,0.0389,0.0208,0.0075,-0.0031,0.0119,-0.0077,-0.0056,-0.0228,-0.1203
"821",2021-03-31,0.0163,0.0046,-0.0228,-0.0094,0.0175,-9e-04,-0.0057,0.0088,0.0291,0.0507,-0.2231
"822",2021-03-30,-0.0255,-0.0137,-0.0158,-0.0129,-0.0156,0.0039,0.0143,-0.0113,-0.0102,-0.017,-0.2558
"823",2021-03-29,-0.0136,-0.0079,0.0094,0.0063,-0.0116,0.002,0.0113,-0.0036,-0.0046,-0.0065,0.4883
"824",2021-03-26,0.0028,0.0224,0.0408,0.0423,0.0043,-5e-04,-0.0051,-0.0105,0.0063,-0.0096,0.0899
"825",2021-03-25,-0.0072,-0.0211,-0.0423,-0.0382,-0.0047,0.0032,0.0207,-0.0126,-0.0094,-0.0108,-0.181
"826",2021-03-24,3e-04,-0.0034,0.0585,0.0595,0.0046,0.002,0.004,-0.0056,0.0018,0.005,-0.2632
"827",2021-03-23,-0.0209,-0.0145,-0.0614,-0.0593,-0.0074,0.0066,-0.0287,7e-04,9e-04,0.0019,-0.1807
"828",2021-03-22,-0.021,0.0068,0.002,0.0014,-0.002,-0.002,0.0185,-0.0039,-0.0068,-0.0025,1.5112
"829",2021-03-19,-0.0011,0.0011,0.023,0.0198,0.0054,6e-04,0.0218,-0.0067,0.0133,0.0178,-1.147
"830",2021-03-18,0.0112,-0.0028,-0.0707,-0.0694,0.0031,0.0048,-0.0186,-0.0088,-0.0155,-0.0191,0.3689
"831",2021-03-17,0.0021,0.0117,-0.0035,-0.0057,-0.0023,-0.0048,-0.0133,-0.0042,0.0043,-0.005,-0.1539
"832",2021-03-16,-0.0108,-0.0165,-0.0089,-0.0071,8e-04,3e-04,0.0314,-0.003,0.0057,-6e-04,-0.0251
